*WEATHER;DATA;:;;;;;;;;;;;Latitude = 47.904167 § Longitude = 1.521944 § Altitude = 129
2001326;2010;11;22;0.66;4.7;3.8;0.2;0.1;;;;;22.11.2010
2001327;2010;11;23;4.11;6.2;0.3;0.6;0.0;;;;;23.11.2010
2001328;2010;11;24;3.79;8.0;0.7;2.0;0.0;;;;;24.11.2010
2001329;2010;11;25;2.87;4.9;0.3;4.6;0.0;;;;;25.11.2010
2001330;2010;11;26;3.10;1.3;-1.5;0.2;0.0;;;;;26.11.2010
2001331;2010;11;27;3.45;0.6;-3.0;2.6;0.1;;;;;27.11.2010
2001332;2010;11;28;1.82;0.2;-2.0;14.8;0.0;;;;;28.11.2010
2001333;2010;11;29;3.24;-0.2;-10.0;0.0;0.0;;;;;29.11.2010
2001334;2010;11;30;2.27;-2.6;-14.6;0.0;0.0;;;;;30.11.2010
2001335;2010;12;1;2.28;-1.7;-4.8;0.0;0.1;;;;;01.12.2010
2001336;2010;12;2;2.13;-1.6;-5.4;4.5;0.1;;;;;02.12.2010
2001337;2010;12;3;4.17;-0.9;-3.4;0.2;0.0;;;;;03.12.2010
2001338;2010;12;4;4.26;1.5;-10.6;0.0;0.0;;;;;04.12.2010
2001339;2010;12;5;2.81;2.5;-1.6;6.4;0.0;;;;;05.12.2010
2001340;2010;12;6;1.55;1.6;0.2;2.6;0.0;;;;;06.12.2010
2001341;2010;12;7;1.11;1.5;0.5;9.0;0.0;;;;;07.12.2010
2001342;2010;12;8;0.57;0.9;0.2;17.2;0.0;;;;;08.12.2010
2001343;2010;12;9;7.31;2.9;-1.6;0.6;0.0;;;;;09.12.2010
2001344;2010;12;10;3.33;3.7;-2.0;0.0;0.0;;;;;10.12.2010
2001345;2010;12;11;1.32;5.4;1.8;0.0;0.1;;;;;11.12.2010
2001346;2010;12;12;4.17;6.9;2.8;0.2;0.0;;;;;12.12.2010
2001347;2010;12;13;4.72;0.8;-1.6;0.0;0.0;;;;;13.12.2010
2001348;2010;12;14;4.47;1.9;-5.1;0.0;0.0;;;;;14.12.2010
2001349;2010;12;15;5.98;2.2;-5.5;0.0;0.0;;;;;15.12.2010
2001350;2010;12;16;1.18;4.6;0.4;2.4;0.0;;;;;16.12.2010
2001351;2010;12;17;5.72;1.8;-0.7;0.0;0.0;;;;;17.12.2010
2001352;2010;12;18;1.60;1.5;-2.0;6.8;0.1;;;;;18.12.2010
2001353;2010;12;19;2.16;7.8;0.1;4.4;0.3;;;;;19.12.2010
2001354;2010;12;20;2.52;7.3;0.1;9.4;0.0;;;;;20.12.2010
2001355;2010;12;21;1.17;6.6;4.8;1.0;0.0;;;;;21.12.2010
2001356;2010;12;22;1.23;3.1;1.1;14.2;0.0;;;;;22.12.2010
2001357;2010;12;23;0.76;1.3;0.2;0.8;0.0;;;;;23.12.2010
2001358;2010;12;24;2.08;0.8;-0.6;0.2;0.2;;;;;24.12.2010
2001359;2010;12;25;5.92;0.5;-2.9;0.0;0.0;;;;;25.12.2010
2001360;2010;12;26;5.59;1.3;-6.9;0.2;0.0;;;;;26.12.2010
2001361;2010;12;27;3.93;1.2;-3.5;0.0;0.0;;;;;27.12.2010
2001362;2010;12;28;0.95;3.9;-2.7;0.0;0.0;;;;;28.12.2010
2001363;2010;12;29;1.87;5.9;1.8;0.0;0.0;;;;;29.12.2010
2001364;2010;12;30;1.35;4.3;2.1;0.0;0.0;;;;;30.12.2010
2001365;2010;12;31;0.98;2.1;0.3;0.0;0.0;;;;;31.12.2010
2011001;2011;1;1;1.12;2.0;-1.3;0.0;0.1;;;;;01.01.2011
2011002;2011;1;2;2.72;4.0;0.1;0.0;0.0;;;;;02.01.2011
2011003;2011;1;3;2.21;0.9;-2.0;0.0;0.0;;;;;03.01.2011
2011004;2011;1;4;1.39;-0.5;-2.1;0.0;0.0;;;;;04.01.2011
2011005;2011;1;5;1.61;9.3;-3.2;5.0;0.4;;;;;05.01.2011
2011006;2011;1;6;1.27;11.8;2.9;5.0;0.0;;;;;06.01.2011
2011007;2011;1;7;2.05;11.6;9.7;5.0;0.2;;;;;07.01.2011
2011008;2011;1;8;4.14;12.8;9.3;5.8;0.6;;;;;08.01.2011
2011009;2011;1;9;4.54;7.9;2.9;0.0;0.0;;;;;09.01.2011
2011010;2011;1;10;3.92;5.8;-1.6;3.8;0.0;;;;;10.01.2011
2011011;2011;1;11;3.51;10.5;1.0;0.8;0.0;;;;;11.01.2011
2011012;2011;1;12;1.24;11.6;4.0;1.0;0.0;;;;;12.01.2011
2011013;2011;1;13;3.37;13.8;10.9;0.2;0.5;;;;;13.01.2011
2011014;2011;1;14;2.10;12.5;8.3;1.0;0.6;;;;;14.01.2011
2011015;2011;1;15;3.38;10.7;7.5;0.0;0.8;;;;;15.01.2011
2011016;2011;1;16;6.80;11.0;0.8;0.0;0.0;;;;;16.01.2011
2011017;2011;1;17;3.09;9.7;3.8;0.0;0.0;;;;;17.01.2011
2011018;2011;1;18;1.96;8.6;5.9;0.0;0.4;;;;;18.01.2011
2011019;2011;1;19;4.55;4.6;-1.2;0.0;0.0;;;;;19.01.2011
2011020;2011;1;20;5.25;5.3;0.0;0.0;0.1;;;;;20.01.2011
2011021;2011;1;21;5.89;1.4;-1.6;0.2;0.0;;;;;21.01.2011
2011022;2011;1;22;3.98;4.5;-2.4;0.2;0.0;;;;;22.01.2011
2011023;2011;1;23;2.25;5.5;0.9;0.4;0.3;;;;;23.01.2011
2011024;2011;1;24;2.70;5.9;3.6;0.2;0.2;;;;;24.01.2011
2011025;2011;1;25;6.23;6.8;1.5;0.0;0.0;;;;;25.01.2011
2011026;2011;1;26;1.49;4.2;0.6;7.8;0.0;;;;;26.01.2011
2011027;2011;1;27;1.71;4.3;0.2;0.0;0.1;;;;;27.01.2011
2011028;2011;1;28;2.63;1.3;-0.8;0.0;0.3;;;;;28.01.2011
2011029;2011;1;29;7.26;2.2;-2.5;0.0;0.1;;;;;29.01.2011
2011030;2011;1;30;4.43;-0.6;-3.4;0.0;0.1;;;;;30.01.2011
2011031;2011;1;31;2.50;-1.5;-4.6;0.0;0.1;;;;;31.01.2011
2011032;2011;2;1;2.25;-1.0;-4.5;0.0;0.2;;;;;01.02.2011
2011033;2011;2;2;4.18;3.2;-2.4;1.4;0.1;;;;;02.02.2011
2011034;2011;2;3;3.79;9.7;1.3;2.6;0.2;;;;;03.02.2011
2011035;2011;2;4;2.89;9.9;2.7;0.0;0.1;;;;;04.02.2011
2011036;2011;2;5;3.40;10.7;8.4;0.0;1.1;;;;;05.02.2011
2011037;2011;2;6;6.28;9.8;4.7;0.0;0.6;;;;;06.02.2011
2011038;2011;2;7;9.84;12.6;-0.9;0.2;0.2;;;;;07.02.2011
2011039;2011;2;8;2.20;8.5;4.0;0.0;0.0;;;;;08.02.2011
2011040;2011;2;9;8.59;11.2;4.5;0.2;0.5;;;;;09.02.2011
2011041;2011;2;10;6.74;15.7;2.1;0.0;0.6;;;;;10.02.2011
2011042;2011;2;11;9.60;16.0;3.4;0.0;0.7;;;;;11.02.2011
2011043;2011;2;12;3.50;9.8;2.3;0.4;0.4;;;;;12.02.2011
2011044;2011;2;13;7.34;11.3;0.8;0.8;0.4;;;;;13.02.2011
2011045;2011;2;14;6.15;9.9;4.7;2.0;0.7;;;;;14.02.2011
2011046;2011;2;15;5.35;10.3;1.9;4.0;0.6;;;;;15.02.2011
2011047;2011;2;16;9.11;10.8;0.1;0.0;0.5;;;;;16.02.2011
2011048;2011;2;17;7.20;9.1;1.6;0.0;0.5;;;;;17.02.2011
2011049;2011;2;18;2.46;4.1;1.9;0.6;0.2;;;;;18.02.2011
2011050;2011;2;19;2.40;7.5;2.2;3.8;0.1;;;;;19.02.2011
2011051;2011;2;20;3.37;9.6;3.6;0.8;0.4;;;;;20.02.2011
2011052;2011;2;21;2.99;8.5;1.7;8.2;0.2;;;;;21.02.2011
2011053;2011;2;22;6.99;7.4;4.1;0.0;0.5;;;;;22.02.2011
2011054;2011;2;23;4.38;8.4;1.5;4.0;0.6;;;;;23.02.2011
2011055;2011;2;24;5.86;12.8;5.3;0.2;0.5;;;;;24.02.2011
2011056;2011;2;25;8.22;13.5;3.3;0.0;0.6;;;;;25.02.2011
2011057;2011;2;26;5.39;12.4;7.6;1.6;1.2;;;;;26.02.2011
2011058;2011;2;27;8.76;9.3;2.0;0.2;0.9;;;;;27.02.2011
2011059;2011;2;28;5.81;7.5;-0.1;0.0;0.7;;;;;28.02.2011
2011060;2011;3;1;10.08;8.1;0.8;0.0;0.9;;;;;01.03.2011
2011061;2011;3;2;12.25;9.2;1.1;0.0;1.3;;;;;02.03.2011
2011062;2011;3;3;13.68;8.7;-0.4;0.0;1.4;;;;;03.03.2011
2011063;2011;3;4;13.60;10.8;-1.4;0.0;1.2;;;;;04.03.2011
2011064;2011;3;5;13.57;12.1;-1.8;0.0;1.2;;;;;05.03.2011
2011065;2011;3;6;14.74;9.7;-1.2;0.0;1.3;;;;;06.03.2011
2011066;2011;3;7;15.32;9.8;-1.8;0.0;1.4;;;;;07.03.2011
2011067;2011;3;8;14.80;15.5;-2.6;0.0;1.3;;;;;08.03.2011
2011068;2011;3;9;13.34;12.8;3.0;0.0;1.5;;;;;09.03.2011
2011069;2011;3;10;11.16;12.3;0.1;0.2;1.1;;;;;10.03.2011
2011070;2011;3;11;7.83;12.8;5.7;0.0;1.2;;;;;11.03.2011
2011071;2011;3;12;6.51;13.1;1.8;0.8;1.1;;;;;12.03.2011
2011072;2011;3;13;6.50;12.4;7.6;0.2;1.1;;;;;13.03.2011
2011073;2011;3;14;14.66;17.2;7.0;0.0;1.8;;;;;14.03.2011
2011074;2011;3;15;10.64;20.2;7.5;0.0;2.1;;;;;15.03.2011
2011075;2011;3;16;13.55;16.9;8.0;0.0;2.2;;;;;16.03.2011
2011076;2011;3;17;4.08;9.8;6.3;0.0;1.1;;;;;17.03.2011
2011077;2011;3;18;5.32;12.1;1.5;1.4;0.5;;;;;18.03.2011
2011078;2011;3;19;5.26;8.5;5.4;0.0;0.9;;;;;19.03.2011
2011079;2011;3;20;14.83;12.3;1.2;0.0;1.7;;;;;20.03.2011
2011080;2011;3;21;18.89;15.0;0.8;0.0;2.4;;;;;21.03.2011
2011081;2011;3;22;18.18;15.6;1.8;0.0;2.4;;;;;22.03.2011
2011082;2011;3;23;18.69;18.7;3.1;0.0;2.7;;;;;23.03.2011
2011083;2011;3;24;18.05;20.9;2.7;0.0;2.6;;;;;24.03.2011
2011084;2011;3;25;17.57;19.1;1.5;0.0;2.2;;;;;25.03.2011
2011085;2011;3;26;13.95;19.0;4.7;0.0;1.9;;;;;26.03.2011
2011086;2011;3;27;9.33;16.3;9.0;0.2;1.5;;;;;27.03.2011
2011087;2011;3;28;17.41;18.2;8.2;0.2;2.4;;;;;28.03.2011
2011088;2011;3;29;10.30;15.8;7.3;1.6;1.6;;;;;29.03.2011
2011089;2011;3;30;8.26;13.9;8.6;5.0;1.6;;;;;30.03.2011
2011090;2011;3;31;5.39;14.9;9.3;0.0;0.9;;;;;31.03.2011
2011091;2011;4;1;8.06;18.0;11.2;0.4;1.7;;;;;01.04.2011
2011092;2011;4;2;18.00;23.6;7.0;2.2;2.8;;;;;02.04.2011
2011093;2011;4;3;3.58;11.4;9.4;1.2;0.7;;;;;03.04.2011
2011094;2011;4;4;13.36;13.8;3.7;0.2;1.7;;;;;04.04.2011
2011095;2011;4;5;19.29;18.0;3.1;0.0;2.4;;;;;05.04.2011
2011096;2011;4;6;21.13;24.4;5.2;0.0;3.2;;;;;06.04.2011
2011097;2011;4;7;21.70;24.4;7.0;0.0;3.3;;;;;07.04.2011
2011098;2011;4;8;21.42;21.4;8.1;0.0;3.2;;;;;08.04.2011
2011099;2011;4;9;21.98;22.5;8.3;0.0;3.5;;;;;09.04.2011
2011100;2011;4;10;22.15;22.7;7.2;0.2;3.2;;;;;10.04.2011
2011101;2011;4;11;20.26;20.7;8.2;0.0;3.2;;;;;11.04.2011
2011102;2011;4;12;21.35;14.2;5.0;0.0;3.1;;;;;12.04.2011
2011103;2011;4;13;19.05;14.0;-0.5;0.0;2.2;;;;;13.04.2011
2011104;2011;4;14;19.56;15.1;2.4;0.0;2.6;;;;;14.04.2011
2011105;2011;4;15;14.41;15.7;2.7;0.0;2.3;;;;;15.04.2011
2011106;2011;4;16;21.56;17.0;-0.2;0.0;2.7;;;;;16.04.2011
2011107;2011;4;17;23.74;17.5;4.7;0.0;3.5;;;;;17.04.2011
2011108;2011;4;18;22.24;22.8;4.7;0.0;3.4;;;;;18.04.2011
2011109;2011;4;19;23.46;23.8;7.0;0.0;3.8;;;;;19.04.2011
2011110;2011;4;20;23.98;24.2;4.5;0.0;3.8;;;;;20.04.2011
2011111;2011;4;21;23.65;23.1;5.9;0.0;3.8;;;;;21.04.2011
2011112;2011;4;22;24.26;24.6;6.8;0.0;4.1;;;;;22.04.2011
2011113;2011;4;23;20.10;24.6;7.6;0.4;3.6;;;;;23.04.2011
2011114;2011;4;24;17.39;22.0;9.8;23.2;2.9;;;;;24.04.2011
2011115;2011;4;25;20.70;23.8;11.7;0.0;4.0;;;;;25.04.2011
2011116;2011;4;26;24.39;21.8;8.2;0.0;4.0;;;;;26.04.2011
2011117;2011;4;27;19.01;19.1;8.5;0.2;3.4;;;;;27.04.2011
2011118;2011;4;28;5.73;11.3;7.1;0.0;1.1;;;;;28.04.2011
2011119;2011;4;29;11.88;16.2;9.3;0.4;2.1;;;;;29.04.2011
2011120;2011;4;30;24.86;21.7;7.7;0.0;3.9;;;;;30.04.2011
2011121;2011;5;1;18.01;22.1;8.7;3.4;3.3;;;;;01.05.2011
2011122;2011;5;2;18.54;19.8;12.7;0.0;3.5;;;;;02.05.2011
2011123;2011;5;3;23.58;17.6;8.3;0.0;3.9;;;;;03.05.2011
2011124;2011;5;4;27.25;18.9;2.5;0.0;3.8;;;;;04.05.2011
2011125;2011;5;5;27.18;22.4;4.6;0.0;4.2;;;;;05.05.2011
2011126;2011;5;6;22.86;25.4;5.7;0.0;3.9;;;;;06.05.2011
2011127;2011;5;7;22.39;25.8;10.1;0.0;4.4;;;;;07.05.2011
2011128;2011;5;8;18.62;23.8;10.8;0.0;4.0;;;;;08.05.2011
2011129;2011;5;9;25.51;24.1;6.1;0.0;4.0;;;;;09.05.2011
2011130;2011;5;10;18.15;22.9;12.6;0.0;3.7;;;;;10.05.2011
2011131;2011;5;11;23.76;22.3;12.2;0.0;4.6;;;;;11.05.2011
2011132;2011;5;12;28.63;19.6;9.9;0.0;4.9;;;;;12.05.2011
2011133;2011;5;13;28.31;21.2;4.4;1.0;4.2;;;;;13.05.2011
2011134;2011;5;14;19.51;18.6;8.6;0.4;3.8;;;;;14.05.2011
2011135;2011;5;15;18.29;17.4;4.2;0.2;3.1;;;;;15.05.2011
2011136;2011;5;16;26.94;19.5;5.0;0.0;3.9;;;;;16.05.2011
2011137;2011;5;17;26.64;22.5;6.0;0.0;4.1;;;;;17.05.2011
2011138;2011;5;18;28.37;25.5;6.7;0.0;4.7;;;;;18.05.2011
2011139;2011;5;19;26.55;24.5;10.9;0.0;4.8;;;;;19.05.2011
2011140;2011;5;20;26.42;24.0;10.3;0.0;4.8;;;;;20.05.2011
2011141;2011;5;21;25.12;26.6;8.6;0.0;4.6;;;;;21.05.2011
2011142;2011;5;22;23.66;22.0;12.1;0.0;4.8;;;;;22.05.2011
2011143;2011;5;23;29.77;26.1;4.7;0.0;5.1;;;;;23.05.2011
2011144;2011;5;24;25.30;19.8;6.1;0.0;4.1;;;;;24.05.2011
2011145;2011;5;25;30.33;24.6;6.3;0.0;5.2;;;;;25.05.2011
2011146;2011;5;26;19.88;19.6;10.1;1.6;4.5;;;;;26.05.2011
2011147;2011;5;27;16.06;17.4;10.0;0.0;3.5;;;;;27.05.2011
2011148;2011;5;28;29.05;21.4;2.9;0.0;4.4;;;;;28.05.2011
2011149;2011;5;29;28.72;26.2;5.6;0.0;4.9;;;;;29.05.2011
2011150;2011;5;30;22.56;26.9;7.0;1.4;4.4;;;;;30.05.2011
2011151;2011;5;31;22.04;17.8;10.0;0.0;4.7;;;;;31.05.2011
2011152;2011;6;1;30.74;21.3;2.6;0.0;5.0;;;;;01.06.2011
2011153;2011;6;2;29.31;25.0;8.9;0.0;5.9;;;;;02.06.2011
2011154;2011;6;3;26.61;26.3;12.8;0.0;5.7;;;;;03.06.2011
2011155;2011;6;4;26.12;29.1;14.6;18.4;5.6;;;;;04.06.2011
2011156;2011;6;5;21.29;26.1;14.7;7.4;4.4;;;;;05.06.2011
2011157;2011;6;6;13.04;21.3;15.3;1.0;2.9;;;;;06.06.2011
2011158;2011;6;7;8.70;17.9;12.9;8.8;1.8;;;;;07.06.2011
2011159;2011;6;8;22.30;19.5;11.1;0.0;4.3;;;;;08.06.2011
2011160;2011;6;9;20.12;18.8;6.8;0.4;3.4;;;;;09.06.2011
2011161;2011;6;10;20.81;18.4;11.0;0.0;3.9;;;;;10.06.2011
2011162;2011;6;11;23.06;18.3;6.8;0.0;4.0;;;;;11.06.2011
2011163;2011;6;12;19.57;20.4;4.5;1.6;3.4;;;;;12.06.2011
2011164;2011;6;13;19.17;22.8;12.1;3.6;3.7;;;;;13.06.2011
2011165;2011;6;14;11.79;22.2;13.9;0.0;2.5;;;;;14.06.2011
2011166;2011;6;15;17.22;22.6;11.1;0.0;3.3;;;;;15.06.2011
2011167;2011;6;16;23.67;21.5;14.0;0.0;5.3;;;;;16.06.2011
2011168;2011;6;17;12.42;20.7;8.6;1.8;2.9;;;;;17.06.2011
2011169;2011;6;18;20.06;20.3;10.1;0.6;4.5;;;;;18.06.2011
2011170;2011;6;19;17.60;19.4;9.4;0.0;3.7;;;;;19.06.2011
2011171;2011;6;20;11.51;22.1;13.3;0.2;3.0;;;;;20.06.2011
2011172;2011;6;21;12.67;23.7;14.3;5.8;3.1;;;;;21.06.2011
2011173;2011;6;22;21.70;22.5;13.2;9.4;4.9;;;;;22.06.2011
2011174;2011;6;23;21.48;20.7;11.3;0.0;4.4;;;;;23.06.2011
2011175;2011;6;24;24.28;20.6;10.1;0.0;4.4;;;;;24.06.2011
2011176;2011;6;25;28.43;27.1;9.4;0.0;5.2;;;;;25.06.2011
2011177;2011;6;26;30.77;32.0;14.9;0.0;6.8;;;;;26.06.2011
2011178;2011;6;27;27.70;36.5;17.8;0.8;6.8;;;;;27.06.2011
2011179;2011;6;28;23.90;33.3;20.1;2.2;6.7;;;;;28.06.2011
2011180;2011;6;29;25.10;22.7;12.0;0.0;5.1;;;;;29.06.2011
2011181;2011;6;30;29.58;22.7;6.5;0.0;5.0;;;;;30.06.2011
2011182;2011;7;1;30.00;23.2;8.0;0.0;5.3;;;;;01.07.2011
2011183;2011;7;2;30.02;22.9;9.9;0.0;5.5;;;;;02.07.2011
2011184;2011;7;3;30.40;24.6;9.3;0.0;5.7;;;;;03.07.2011
2011185;2011;7;4;29.67;27.8;10.9;0.0;5.7;;;;;04.07.2011
2011186;2011;7;5;27.24;30.3;10.1;0.4;6.1;;;;;05.07.2011
2011187;2011;7;6;18.43;24.1;13.2;0.0;4.7;;;;;06.07.2011
2011188;2011;7;7;22.78;23.7;8.3;0.0;4.9;;;;;07.07.2011
2011189;2011;7;8;20.12;23.7;13.1;0.0;4.9;;;;;08.07.2011
2011190;2011;7;9;17.91;22.8;14.3;0.0;4.5;;;;;09.07.2011
2011191;2011;7;10;20.71;24.4;9.0;0.0;4.1;;;;;10.07.2011
2011192;2011;7;11;27.64;28.3;11.7;0.0;5.6;;;;;11.07.2011
2011193;2011;7;12;14.98;23.8;15.2;11.0;3.6;;;;;12.07.2011
2011194;2011;7;13;15.61;21.0;14.8;0.0;4.0;;;;;13.07.2011
2011195;2011;7;14;25.48;23.7;6.9;0.0;4.6;;;;;14.07.2011
2011196;2011;7;15;26.02;26.5;9.2;0.0;5.1;;;;;15.07.2011
2011197;2011;7;16;8.41;20.6;15.1;20.8;2.8;;;;;16.07.2011
2011198;2011;7;17;18.74;19.7;11.7;5.4;3.9;;;;;17.07.2011
2011199;2011;7;18;18.40;20.6;11.7;14.6;4.1;;;;;18.07.2011
2011200;2011;7;19;10.54;18.1;12.1;10.8;2.4;;;;;19.07.2011
2011201;2011;7;20;13.15;18.7;12.9;16.4;2.8;;;;;20.07.2011
2011202;2011;7;21;10.95;20.8;14.3;11.8;2.4;;;;;21.07.2011
2011203;2011;7;22;9.35;19.6;13.8;1.2;2.1;;;;;22.07.2011
2011204;2011;7;23;19.04;21.2;8.1;0.2;3.6;;;;;23.07.2011
2011205;2011;7;24;22.47;21.6;7.6;9.8;4.0;;;;;24.07.2011
2011206;2011;7;25;17.91;24.6;14.6;2.2;3.8;;;;;25.07.2011
2011207;2011;7;26;15.59;23.2;12.6;0.2;3.3;;;;;26.07.2011
2011208;2011;7;27;11.87;20.8;14.1;0.0;2.7;;;;;27.07.2011
2011209;2011;7;28;15.14;23.2;11.5;0.0;3.1;;;;;28.07.2011
2011210;2011;7;29;19.65;21.6;11.3;0.0;3.3;;;;;29.07.2011
2011211;2011;7;30;22.01;23.0;12.7;0.0;4.2;;;;;30.07.2011
2011212;2011;7;31;25.82;26.0;9.3;0.0;4.5;;;;;31.07.2011
2011213;2011;8;1;24.26;27.3;12.7;0.0;4.9;;;;;01.08.2011
2011214;2011;8;2;14.61;27.7;12.9;1.2;3.6;;;;;02.08.2011
2011215;2011;8;3;15.83;27.6;17.6;0.0;4.1;;;;;03.08.2011
2011216;2011;8;4;11.03;22.8;14.0;2.0;2.7;;;;;04.08.2011
2011217;2011;8;5;16.01;26.7;18.8;6.2;4.3;;;;;05.08.2011
2011218;2011;8;6;8.03;20.3;15.6;10.0;2.3;;;;;06.08.2011
2011219;2011;8;7;18.41;20.5;12.0;3.0;3.7;;;;;07.08.2011
2011220;2011;8;8;17.04;20.0;13.0;1.2;4.1;;;;;08.08.2011
2011221;2011;8;9;16.61;22.5;10.8;0.0;3.7;;;;;09.08.2011
2011222;2011;8;10;24.70;23.9;8.4;0.0;4.1;;;;;10.08.2011
2011223;2011;8;11;20.91;26.2;9.9;0.0;4.4;;;;;11.08.2011
2011224;2011;8;12;11.87;24.1;15.8;2.4;3.2;;;;;12.08.2011
2011225;2011;8;13;11.61;23.6;13.4;3.2;2.7;;;;;13.08.2011
2011226;2011;8;14;9.10;22.3;16.9;0.4;2.4;;;;;14.08.2011
2011227;2011;8;15;24.32;24.6;13.0;0.0;4.4;;;;;15.08.2011
2011228;2011;8;16;23.53;27.0;10.5;0.0;4.2;;;;;16.08.2011
2011229;2011;8;17;9.46;25.0;14.9;0.0;2.5;;;;;17.08.2011
2011230;2011;8;18;8.50;24.2;15.7;0.0;2.4;;;;;18.08.2011
2011231;2011;8;19;20.50;26.6;14.6;0.0;4.0;;;;;19.08.2011
2011232;2011;8;20;21.54;30.2;12.0;1.2;4.1;;;;;20.08.2011
2011233;2011;8;21;19.70;32.6;20.1;0.0;5.2;;;;;21.08.2011
2011234;2011;8;22;19.88;29.5;18.2;0.0;5.1;;;;;22.08.2011
2011235;2011;8;23;15.21;26.3;17.1;0.0;4.1;;;;;23.08.2011
2011236;2011;8;24;16.54;23.4;14.4;0.0;3.5;;;;;24.08.2011
2011237;2011;8;25;16.81;24.2;13.1;12.8;3.5;;;;;25.08.2011
2011238;2011;8;26;4.88;17.1;12.2;5.8;1.3;;;;;26.08.2011
2011239;2011;8;27;17.20;20.5;10.7;0.0;3.3;;;;;27.08.2011
2011240;2011;8;28;18.90;20.6;9.9;0.0;3.1;;;;;28.08.2011
2011241;2011;8;29;16.15;20.1;7.7;0.0;2.7;;;;;29.08.2011
2011242;2011;8;30;16.55;21.1;8.2;0.0;2.8;;;;;30.08.2011
2011243;2011;8;31;15.80;22.9;10.0;0.4;3.2;;;;;31.08.2011
2011244;2011;9;1;6.72;23.1;13.1;0.4;1.7;;;;;01.09.2011
2011245;2011;9;2;19.12;29.2;12.4;0.0;3.4;;;;;02.09.2011
2011246;2011;9;3;15.42;29.3;14.2;6.2;3.4;;;;;03.09.2011
2011247;2011;9;4;11.31;22.4;16.6;1.0;3.1;;;;;04.09.2011
2011248;2011;9;5;18.33;20.9;12.3;0.2;3.9;;;;;05.09.2011
2011249;2011;9;6;13.21;22.6;10.9;1.4;3.4;;;;;06.09.2011
2011250;2011;9;7;14.96;20.2;13.9;0.2;3.6;;;;;07.09.2011
2011251;2011;9;8;6.51;21.0;11.9;0.0;1.6;;;;;08.09.2011
2011252;2011;9;9;10.49;24.9;17.7;0.2;2.7;;;;;09.09.2011
2011253;2011;9;10;17.41;29.6;15.2;0.0;4.2;;;;;10.09.2011
2011254;2011;9;11;7.16;20.0;15.2;10.2;2.0;;;;;11.09.2011
2011255;2011;9;12;9.08;22.1;13.3;2.6;2.0;;;;;12.09.2011
2011256;2011;9;13;9.45;18.8;13.9;0.4;2.0;;;;;13.09.2011
2011257;2011;9;14;18.12;20.0;7.7;0.0;2.5;;;;;14.09.2011
2011258;2011;9;15;15.86;20.7;6.7;0.0;2.5;;;;;15.09.2011
2011259;2011;9;16;11.48;25.9;9.8;0.8;2.6;;;;;16.09.2011
2011260;2011;9;17;8.59;18.4;10.7;6.6;2.0;;;;;17.09.2011
2011261;2011;9;18;13.35;17.5;8.9;2.2;2.5;;;;;18.09.2011
2011262;2011;9;19;11.91;19.0;11.6;0.0;2.4;;;;;19.09.2011
2011263;2011;9;20;9.59;19.8;12.5;0.0;1.8;;;;;20.09.2011
2011264;2011;9;21;11.71;20.8;13.0;0.0;2.2;;;;;21.09.2011
2011265;2011;9;22;15.38;20.4;11.0;0.0;2.4;;;;;22.09.2011
2011266;2011;9;23;16.74;20.8;8.5;0.0;2.3;;;;;23.09.2011
2011267;2011;9;24;12.84;23.3;8.4;0.0;1.9;;;;;24.09.2011
2011268;2011;9;25;14.59;24.8;11.4;0.0;2.3;;;;;25.09.2011
2011269;2011;9;26;14.78;26.2;11.4;0.0;2.3;;;;;26.09.2011
2011270;2011;9;27;13.54;27.0;12.1;0.0;2.4;;;;;27.09.2011
2011271;2011;9;28;15.29;27.9;13.8;0.0;2.9;;;;;28.09.2011
2011272;2011;9;29;14.90;29.1;11.1;0.0;2.4;;;;;29.09.2011
2011273;2011;9;30;14.56;29.5;11.3;0.0;2.4;;;;;30.09.2011
2011274;2011;10;1;14.86;28.1;10.9;0.0;2.6;;;;;01.10.2011
2011275;2011;10;2;14.69;28.5;8.5;0.0;2.2;;;;;02.10.2011
2011276;2011;10;3;14.56;28.0;8.2;0.0;2.2;;;;;03.10.2011
2011277;2011;10;4;9.67;21.7;11.2;0.0;1.7;;;;;04.10.2011
2011278;2011;10;5;5.74;20.2;12.1;0.0;1.4;;;;;05.10.2011
2011279;2011;10;6;3.77;19.0;12.8;2.8;1.9;;;;;06.10.2011
2011280;2011;10;7;5.40;14.4;7.7;0.2;1.4;;;;;07.10.2011
2011281;2011;10;8;4.86;14.2;7.1;0.0;1.1;;;;;08.10.2011
2011282;2011;10;9;4.58;19.3;11.9;0.0;1.5;;;;;09.10.2011
2011283;2011;10;10;3.41;16.0;12.5;0.0;1.0;;;;;10.10.2011
2011284;2011;10;11;3.08;15.6;14.3;0.0;1.1;;;;;11.10.2011
2011285;2011;10;12;3.45;16.2;13.5;2.2;1.1;;;;;12.10.2011
2011286;2011;10;13;8.45;20.7;13.4;0.2;1.4;;;;;13.10.2011
2011287;2011;10;14;12.67;17.0;9.9;0.0;1.6;;;;;14.10.2011
2011288;2011;10;15;12.82;17.8;2.7;0.0;1.1;;;;;15.10.2011
2011289;2011;10;16;11.88;20.1;1.6;0.2;1.0;;;;;16.10.2011
2011290;2011;10;17;10.52;18.4;2.9;0.0;0.9;;;;;17.10.2011
